rank_usnews_2025,uni_name,variable,Coded Value,Original Text Segment,Rationale,retrieval_rd1(2025.7.14-7.30),retrieval_rd2(2025.8.1-8.20),retrieval_rd3(8.22-9.21)
,,D2_proactive,1,"Adopting the AI Assessment Scale (A-E scale); mandating disclosure of AI usage levels by section (Introduction, Theory, Method, etc.); promoting ePortfolios and Formative Assessment.","Through an extremely detailed ""Template,"" the focus of governance has been completely shifted from ""outcome detection"" to ""transparent disclosure of the process.""",2025/7/27,2025/8/16,2025/9/15
,,D3_responsibility,1,"""ChatGPT is meant to serve as a support tool, not a replacement."" Emphasizing that students must be able to demonstrate their own knowledge and competence.",Accountability is clearly defined; students are responsible not only for their outputs but also for demonstrating that learning has genuinely occurred by documenting their "reflective journey.",2025/7/27,2025/8/16,2025/9/15
,,D4_ai_as_aid,1,Positioning as a "Study partner" and "catalyst for sustainable assessment"; advocating for AI Literacy as a direct learning objective of modules.,"Attitude is highly integrated, viewing AI as an indispensable skill in the modern digital landscape rather than a threat.",2025/7/27,2025/8/16,2025/9/15
81,Vrije Universiteit Amsterdam,D1_tech_limit,1,Warning that AI operates on probabilistic models (Word by word); data is generic and not always accurate; specifically mentioning that every AI query requires significant energy (Sustainability).,The sole university that incorporates the "environmental cost" of AI into its reliability assessments reminds students to be aware of the resource implications behind the technology.,2025/7/27,2025/8/16,2025/9/15
,,D2_proactive,1,Explicitly stipulating "Default Prohibited" unless permitted by the instructor; distinguishing between the data security of free ChatGPT and the university's Microsoft Copilot.,The use of officially licensed Copilot accounts to achieve data isolation shifts the focus of governance from outright prohibitions to a "controlled secure environment.",2025/7/27,2025/8/16,2025/9/15
,,D3_responsibility,1,"Emphasizing that the writing process is a necessary means of ""organizing thoughts and processing knowledge."" If AI interferes with the teacher's assessment of a student's actual level, it is defined as ""Fraud.""","Clear Accountability Logic: Students must demonstrate the occurrence of the learning process through ""personal writing,"" as AI cannot substitute for the construction of thinking.",2025/7/27,2025/8/16,2025/9/15
,,D4_ai_as_aid,1,Positioning as a "Language assistant" and "Searching for information" tool; emphasizing AI's role in inspiring ideas and optimizing structures.,"Balanced Attitude: Acknowledge that AI possesses search assistance functions similar to Google Scholar, but require students to justify their choices.",2025/7/27,2025/8/16,2025/9/15
82,University of Barcelona,D1_tech_limit,1,"""...risks it entails (mainly plagiarism, information inaccuracy... and simulated references).""","delegating written tasks where, on many occasions, plagiarism cannot be detected.""",2025/7/28,2025/8/16,2025/9/16
,,D2_proactive,1,"rethinking of educational processes—for example, introducing more creative and effective assessments or using innovative teaching strategies..""",.Expand assessment methods and models to evaluate students' knowledge and skills.,2025/7/28,2025/8/17,2025/9/16
,,D3_responsibility,1,"Search and contrast information, in addition to learning how to ask the right questions to obtain the most accurate answer possible.",provided that this technology is used responsibly and ethically,2025/7/28,2025/8/17,2025/9/16
,,D4_ai_as_aid,1,"Many reject the prohibition of these technologies, perceiving them as empowering tools that will eventually become a standard part of education, much like computers and calculators","empowering tools that will eventually become a standard part of education, much like computers and calculators",2025/7/28,2025/8/17,2025/9/16
83,University of Technology Sydney,D1_tech_limit,1,Explaining that AI generates new content based on "predictive mathematical models" rather than direct copying; emphasizing that students must maintain a balance between "technology and traditional learning methods.","It provides a clear explanation of algorithmic logic, helping students understand the ""probabilistic"" nature of AI outputs.",2025/7/28,2025/8/17,2025/9/16
,,D2_proactive,1,Implementing a "Two-lane" assessment method: categorizing assignments as "Secure" vs "Open"; establishing a dedicated "AI Use" column in the Unit Outline (Syllabus).,"Through institutional design, the granularity of AI governance is refined to each specific evaluation task, achieving a high degree of administrative transparency.",2025/7/28,2025/8/17,2025/9/16
,,D3_responsibility,1,"""Ensure that you take ownership for your final work."" Requiring students to save AI output copies as ""evidence of research process.""","Emphasizing ""Ownership,"" students are required to take full responsibility for the final product and maintain process records for integrity verification.",2025/7/28,2025/8/17,2025/9/16
,,D4_ai_as_aid,1,Positioning as a key component of "Digital Literacy"; allowing free use in general "non-assessed" learning.,"Proactive in attitude, viewing AI as an essential skill for students to ""survive and thrive"" in an ever-changing world.",2025/7/28,2025/8/17,2025/9/16
84,University of Tokyo,D1_tech_limit,1,"Warning that AI content is based on what the language model deems ""appropriate"" probability, its reliability being more problematic than search engines; explicitly stating that exam questions are highly confidential and strictly prohibited from AI input.",It emphasizes the "confidentiality of data" as a fundamental principle and reminds faculty and students that AI-generated outputs are merely "sounding correct" rather than being "factually accurate.",2025/7/28,2025/8/17,2025/9/16
,,D2_proactive,1,Suggesting instructors test their old exam questions with AI first; requiring instructors to clarify their stance (Prohibit or Allow) for each course; encouraging AI as a platform to cultivate "questioning and dialogue" skills.,The strategic focus lies in "knowing oneself and the enemy"—requiring faculty to personally test the limits of AI in order to inversely optimize assignment design.,2025/7/28,2025/8/17,2025/9/16
,,D3_responsibility,1,"""What we seek in education is not just the result, but what students learn in the process."" Emphasizing that discussion between humans is irreplaceable.","The core focus is on **""Process.""** Even if the outcome is perfect, the evaluation is invalid if no intellectual sparks are generated during the process.",2025/7/28,2025/8/17,2025/9/16
,,D4_ai_as_aid,1,Comparing AI to a tool more efficient but also more dangerous than Google Search; believing AI can provide a "dialogue platform" for students who are hesitant to ask questions in public.,"From a profoundly humanistic perspective, AI is positioned as a ""dialogic means of assisting thought and inquiry,"" rather than merely a production tool.",2025/7/28,2025/8/17,2025/9/16
86,Australian National University,D1_tech_limit,0,none,"No. In this text segment, ANU does not discuss the technical principles or reliability of AI, but directly proceeds to adjudicating the consequences of violations.",2025/7/28,2025/8/17,2025/9/17
,,D2_proactive,0,none,No. The text does not address how to prevent or integrate AI; the focus is entirely on "post-incident handling" and "disciplinary models.",2025/7/28,2025/8/17,2025/9/17
,,D3_responsibility,1,"Categorizing ""Inappropriate use of AI"" directly under ""Plagiarism,"" setting a tiered penalty from ""marks deduction"" to ""zero for the course."" AI is implicitly positioned as a ""restricted resource.""","It exhibits a strong legalistic character, with clearly defined and stringent accountability.",2025/7/28,2025/8/17,2025/9/17
,,D4_ai_as_aid,1,"Use generative AI as a research/brainstorming prompt to guide you towards superior, substantiated sources",Generative AI is a permissible learning tool in higher education.,2025/7/28,2025/8/17,2025/9/17
87,Boston University,D1_tech_limit,1,Warning that all detection tools are "Fallible"; emphasizing that students must take responsibility for the accuracy of AI-generated content.,Acknowledging the limitations of technical detection and shifting the verification responsibility to the user end.,2025/7/28,2025/8/18,2025/9/17
,,D2_proactive,1,"Recommending the official TerrierGPT platform for data security and educational equity; advocating ""Process-focused"" assessment with intermediate milestones (drafts, reflections, peer reviews).","By offering a unified on-campus tool (TerrierGPT), it addresses the issue of unequal access to technology among students due to differences in their ability to pay.",2025/7/28,2025/8/18,2025/9/17
,,D3_responsibility,1,Pointing out that submitting AI-generated content as original work may constitute plagiarism; emphasizing that instructors must also publicly disclose how they use AI for lesson prep and grading.,"Principle of Bidirectional Transparency: Not only must students uphold academic integrity, but instructors must also be transparent with students regarding their use of AI in teaching assistance.",2025/7/28,2025/8/18,2025/9/17
,,D4_ai_as_aid,1,"Positioning as a ""learning enhancement tool"" for brainstorming, editing, and reflection; emphasizing ""ethical engagement"" education over simple ""punishment for misuse.""","Adopting a proactive and forward-looking stance, AI is regarded as a ""participatory ethical"" skill that requires learning.",2025/7/28,2025/8/18,2025/9/17
88,Ecole Polytechnique Federale de Lausanne,D1_tech_limit,1,"Warning students not to let AI handle ""core learning links""; noting that students who over-rely on AI perform worse in exams without AI assistance (citing Bastani et al., 2024).","Based on empirical research, the focus of reliability assessment has shifted from ""tool accuracy"" to ""long-term cognitive impairment in students.""",2025/7/29,2025/8/18,2025/9/18
,,D2_proactive,1,Emphasizing "Protect your learning process"; listing "Sustainability" as one of the core rules.,Governance strategies are not merely administrative directives; they constitute a framework of cognitive guidance that instructs students in distinguishing between "assistive use" and "substitutive use.",2025/7/29,2025/8/18,2025/9/18
,,D3_responsibility,1,"Reiterating that plagiarism and unauthorized AI use in exams lead to misconduct procedures, including grade reduction or suspension.","The consequences are clearly delineated, and it is emphasized that the integrity of the ""learning process"" is the foremost principle of academic integrity.",2025/7/29,2025/8/18,2025/9/18
,,D4_ai_as_aid,1,"Defined as a tool to ""enhance rather than replace"" the learning process; pointing out that basic functions like grammar correction are prohibited under specific goals (e.g., learning grammar).",This "Contextual Positioning" is remarkably precise: the tool itself is not the issue; the critical question lies in whether it deprives users of the opportunity to train core skills.,2025/7/29,2025/8/18,2025/9/18
92,Pennsylvania State University,D1_tech_limit,1,"Currently, AI tools make up information, including citations and bibliographies. Submitting fake citations or references is an academic integrity violation. You need to carefully verify any citation and reference generated by an AI tool.","There is an absence of discussion regarding 'hallucinations,' inaccuracies, or the limitations of AI detection tools.",2025/7/29,2025/8/18,2025/9/18
,,D2_proactive,1,Providing specific APA/MLA AI citation guides; mandating in-text citations and a "Sourced Tool" list at the end.,"Through the deep integration of the library system, AI governance is transformed into a standardized ""bibliometric"" practice.",2025/7/29,2025/8/18,2025/9/18
,,D3_responsibility,1,Explicitly stating that "inappropriate use of AI tools may constitute an academic integrity violation"; emphasizing even university-provided tools like Grammarly are subject to the syllabus.,Responsibility delineation spans the full spectrum from foundational auxiliary tools to generative tools.,2025/7/29,2025/8/18,2025/9/18
,,D4_ai_as_aid,1,"Positioning as a ""content generation tool""; strictly prohibiting AI use in all closed-book exam questions (MCQs, fill-in-the-blanks, short answers, essays).","The delineation of ""prohibited zones"" is exceptionally detailed, safeguarding the authenticity of foundational assessments.",2025/7/29,2025/8/18,2025/9/18
93,University of California Santa Barbara,D1_tech_limit,1,"Explicitly stating that LLMs will ""Hallucinate"" false facts or fake literature; emphasizing that AI does not ""understand"" knowledge, but merely returns trained ""Word patterns.""","From a rhetorical perspective, it reveals the underlying logic of AI, reminding students that its outputs lack genuine cognitive credibility.",2025/7/29,2025/8/19,2025/9/19
,,D2_proactive,1,"Advocating for ""Highly mediated"" use; suggesting AI be envisioned as a ""Thesaurus,"" ""Audience member,"" or ""Style mimicker.""","By deconstructing AI into distinct roles within the writing process, a granular transformation in pedagogical methodology has been achieved.",2025/7/29,2025/8/19,2025/9/19
,,D3_responsibility,1,"Proposing the concept of ""Rhetorical Sovereignty,"" emphasizing that students must protect their personal authorial voice and intellectual property from being swallowed by AI.","Elevating integrity from ""not cheating"" to ""protecting individual agency,"" the focus of responsibility is firmly anchored in the author's independent will.",2025/7/29,2025/8/19,2025/9/19
,,D4_ai_as_aid,1,"Proposing the concept of ""Rhetorical Sovereignty,"" emphasizing that students must protect their personal authorial voice and intellectual property from being swallowed by AI.","The attitude is exceptionally proactive and professional, treating AI as a high-end ""cognitive scaffold.""",2025/7/29,2025/8/19,2025/9/19
94,Queen Mary University London,D1_tech_limit,1,"Generative AI can create ‘hallucinations’ or fake data or information that is convincing but not based on reality or evidence. Furthermore, it can produce fake references or citations",hallucinations’ or fake data,2025/7/30,2025/8/19,2025/9/19
,,D2_proactive,1,"ensure the prompts you use are adapted to your disciplinary, cultural, and methodological contexts... Your OWN interpretation, analysis, synthesis, and evaluation must remain at the core of your work","Incorporate – Your OWN interpretation, analysis, synthesis, and evaluation must remain at the core of your work.",2025/7/30,2025/8/19,2025/9/19
,,D3_responsibility,1,Any use of Generative AI must align with Queen Mary’s Academic Integrity and Misconduct Policy... Your OWN interpretation... must remain at the core... [Attributes include] your ability to... act with integrity.,AI must align with Queen Mary’s Academic Integrity and Misconduct Policy." "Corroborate – Validate claims against scholarly and other reputable sources... Your OWN interpretation... must remain at the core of your work,2025/7/30,2025/8/19,2025/9/19
,,D4_ai_as_aid,1,"Generative AI (GenAI) technologies present significant opportunities to enhance learning, research, and professional practice... Generative AI can complement, but is not a substitute, for academic thought.","Generative AI (GenAI) technologies present significant opportunities to enhance learning, research, and professional practice."" ""Knowing how to use AI appropriately is inescapably part of these [Graduate Attributes] now... Be AI and Digitally Literate."" ""Generative AI can complement, but is not a substitute, for academic thought.",2025/7/30,2025/8/19,2025/9/19
95,University of Birmingham,D1_tech_limit,1,"""The University does not accept a high AI detection score as proof of academic misconduct on its own. It is an indicative tool only.""",Restricts the usage of results. The policy mandates that the detection score cannot be the "sole or primary basis" for an academic integrity charge.,2025/7/30,2025/8/19,2025/9/20
,,D2_proactive,1,"""...support will primarily be provided at School level... speak to your tutors or supervisors in the first instance.""","Decentralizes governance to the ""School/Unit"" level, allowing for context-specific rules (Syllabus-based) rather than a one-size-fits-all ban.",2025/7/30,2025/8/19,2025/9/20
,,D3_responsibility,1,"""Submitting work and assessments created by someone or something else, as if it was your own, is plagiarism and is a form of academic misconduct.""",Explicitly defines the unauthorized use of AI-generated content as "plagiarism" and "misconduct" under the University’s Code of Practice.,2025/7/30,2025/8/19,2025/9/20
,,D4_ai_as_aid,1,"""...wants to ensure that Generative AI tools can be used for the benefit of students and staff alike. It is a University priority that you have the knowledge and skills to face an increasingly AI-enabled world.""","Explicitly positions AI as a beneficial tool and a ""priority"" for skill development. It emphasizes preparing students for an ""AI-enabled world,"" aligning with the ""Future workplace/career"" criterion.",2025/7/30,2025/8/19,2025/9/20
96,University of California Davis,D1_tech_limit,1," Four points are explicitly enumerated: misinformation, algorithmic bias, fake citations, and limited computational capacity.","It provides a detailed warning about the limitations of AI in terms of logic, factual accuracy, and ethics, with particular emphasis on the risk of ""fabricated references.""",2025/7/30,2025/8/19,2025/9/20
,,D2_proactive,1,A dedicated Aggie AI resource portal has been established; policies are continuously updated in response to technological advancements (most recently updated in October 2025).,The establishment of a resource hub and dynamic revision mechanism reflects the university's shift toward the normalized management of AI technology.,2025/7/30,2025/8/19,2025/9/20
,,D3_responsibility,1, Explicitly cite the *Code of Academic Conduct*; it is required to **communicate with your instructors** to confirm specific course policies.,"It emphasizes ""transparency"" and ""cross-referencing,"" categorizing misuse as a potential academic violation.",2025/7/30,2025/8/19,2025/9/20
,,D4_ai_as_aid,1,"Positioned as a ""helpful resource to aid in your studies,"" it is strictly prohibited to ""replace your learning.""","It is regarded as a research assistance tool, and the encouragement to learn how to cite AI reflects the recognition of its role as part of academic skills.",2025/7/30,2025/8/19,2025/9/20
97,University of California Irvine,D1_tech_limit,1,"""AI writing detectors are unreliable and can return false positives, especially for students whose writing styles are distinct or for whom English is an additional language.""","It explicitly states that detection tools are ""unreliable"" and highlights the risks of ""false positives,"" with particular emphasis on fairness concerns (ethical considerations) for non-native speaking students.",2025/7/30,2025/8/19,2025/9/20
,,D2_proactive,1,If you are permitted to use an AI tool... it may be a good idea to acknowledge your use as follows: Which tool(s)... How did you use... How did you prompt... When did you use?","Implements a highly detailed ""Mandatory Disclosure"" and ""Process Recording"" strategy. It specifically asks for ""prompting"" details, shifting the focus to the transparency of the working process.",2025/7/30,2025/8/19,2025/9/20
,,D3_responsibility,1,"""All students are expected to complete a course in compliance with the Instructor's standards.""",Defines "unauthorized use" (non-compliance with instructor standards) as a direct violation of the Academic Integrity Policy.,2025/7/30,2025/8/19,2025/9/20
,,D4_ai_as_aid,1,"""...use a Gen-AI tool like ZotGPT in my coursework?""","By developing and naming a campus-specific tool (ZotGPT), the university officially positions AI as an institutional resource/aid for students.",2025/7/30,2025/8/19,2025/9/20
98,University of Western Australia,D1_tech_limit,1,"The guidelines explicitly address ""hallucination,"" false sources, misinterpretation of conclusions, and the limitations of AI in critical analysis and comparative literature.","It not only acknowledges the possibility of errors but also explains AI's inability in deep logical connections, warning students that they must take responsibility for accuracy.",2025/7/30,2025/8/20,2025/9/21
,,D2_proactive,1," A three-tier classification system has been introduced, comprising Tier 1 (No AI), Tier 2 (Assistance), and Tier 3 (Fully Embedded); specific tools such as DeepSeek have been subject to usage bans.","It has achieved a complete transformation from general guidelines to a ""task-oriented"" tiered access system, characterized by a high degree of dynamic adaptability.",2025/7/30,2025/8/20,2025/9/21
,,D3_responsibility,1,Defined the PROMPT-ED prompt documentation standard; required submission of an AI usage appendix and prompt logs; explicitly stated that degrees may be revoked retroactively if AI misuse is discovered even after graduation.,"It pushes ""transparency"" to the extreme, requiring not only the annotation of results but also the disclosure of the ""process"" (Prompt logs), with full responsibility borne by the students.",2025/7/30,2025/8/20,2025/9/21
,,D4_ai_as_aid,1," In Tier 3, AI is positioned as ""professionally-relevant collaborators"" and regarded as an auxiliary competency in research.","Recognizing AI as an essential skill in modern industrial and professional contexts, students are encouraged to engage in ""human-machine collaboration"" within Tier 3 scenarios.",2025/7/30,2025/8/20,2025/9/21
99,University of Adelaide,D1_tech_limit,1,Clearly states that AI lacks the capability for "independent original research"; warns that over-reliance may inhibit the development of researchers' independent thinking skills.,"The boundaries of AI are defined from the perspective of cognitive science: it serves as an aid, not as the subject of research.",2025/7/30,2025/8/20,2025/9/21
,,D2_proactive,1,Implementation of a "Pre-approval System for Supervisors"**; distinction between **"Language Assistance (Editorial)"** and **"Substantive Content Generation (Generation)"**; emphasis on **"Intellectual Property Firewall"**.,"The core strategy lies in safeguarding the patent rights and commercialization potential of research outcomes, preventing the loss of ownership due to uploading unprotected intellectual property.",2025/7/30,2025/8/20,2025/9/21
,,D3_responsibility,1,"Explicitly Prohibit ""Image Manipulation"": AI shall not be used to alter or distort research findings (e.g., enhancing or modifying original experimental images).",Linking "AI Photo Editing" directly to research integrity.,2025/7/30,2025/8/20,2025/9/21
,,D4_ai_as_aid,1," Positioned as a ""Digital Literacy"" tool; permitted for identifying literature and improving expression, but strictly prohibited for large-scale translation.","It is regarded as an essential professional skill for the future workforce, yet caution is maintained in academic training.",2025/7/30,2025/8/20,2025/9/21
100,University of Oslo,D1_tech_limit,1,Warns that AI may generate fictional claims and sources; points out that improper use could lead to "unintentional plagiarism.",The necessity of "human review" is emphasized to prevent students from falling into academic integrity pitfalls due to blind reliance on AI.,2025/7/30,2025/8/20,2025/9/21
,,D2_proactive,1,The declaration should be placed at the beginning of the assignment so that the reader/examiner knows that generative AI has been used.",If you have the opportunity... to use services based in generative AI... its usage must be declared.,2025/7/30,2025/8/20,2025/9/21
,,D3_responsibility,1, The declaration must be placed at the beginning of the assignment; students are required to "make the AI-generated text their own.",tudents are required to "make the AI-generated text their own.",2025/7/30,2025/8/20,2025/9/21
,,D4_ai_as_aid,1,"It is recommended to position AI as a ""feedback tool"" or ""rewriting tool,"" rather than a generator that creates content ""from scratch.""","It emphasizes ""transparency-first"" and ""authorial subjectivity,"" with the focus of responsibility placed on students' in-depth processing of the output content.",2025/7/30,2025/8/20,2025/9/21
